fold,username,clean_text,label_manual,label_prediksi_kfold,buzzer_prob_kfold,label_manual_text,label_prediksi_text,kesimpulan
4,SerMorningstar,wkwkwk saya lebih percaya steam dan om gaben dibanding kamu pada alasan apa yang membuat steam tampilin rating palsu coba tidak ada igrs juga biasanya steam pake rating esrb ya pasti ada permintaan lah dari yang bersangkutan bodoh bodoh jir alasannya,0,1,0.6359,Organik,Buzzer,Salah
4,Adiety333,banyak yang belum tahu rating igrs di steam saat ini sebagian masih data awal self declare dan belum final jadi wajar kalau masih ada yang perlu disempurnakan sambil tetap fokus ke tujuan utamanya melindungi pemain muda,1,1,0.9982,Buzzer,Buzzer,Benar
4,Nisarahman2327,igrs dan rating game di steam sedang jadi topik hangat cek dulu penjelasan resmi di sini sebelum kita bahas lebih lanjut,1,1,0.9973,Buzzer,Buzzer,Benar
4,LazyrevilLeona,saya yakin juga para petani atau bajak laut bakal ramai kalau ada beberapa game yang mereka inginkan di prohibited sama igrs di steam,0,0,0.0008,Organik,Organik,Benar
4,rahayu49384,tampilan rating igrs di steam emang bikin banyak orang bingung tapi harus diakui sistemnya masih dalam proses penyesuaian harap maklum kalau masih ada hal yang perlu diperbaiki,1,1,0.9891,Buzzer,Buzzer,Benar
4,refiandryy,penjelasan resmi terkait igrs dan tampilan rating game di steam sudah dirilis bisa dibaca dulu untuk menambah konteks sebelum menarik kesimpulan,1,1,0.9629,Buzzer,Buzzer,Benar
4,riyoxreaper,sudah tidak bisa kerja tolol sekarang lempar tanggung jawab ke pihak steam yang jelas jelas dari awal sudah punya rating age sendiri sebelum akhirnya kacau karena igrs kalian pikir kami ini setolol dan goblok kalian perihal beginian bubar mending kamu pada gaguna,0,0,0.1594,Organik,Organik,Benar
4,KrispyWater5,sudah ada rating dari pegi dan esrb yang sudah lama jelas dan tersedia untuk umum malah buang anggaran bikin igrs yang tidak jelas padahal sebenarnya tinggal tingkatkan literatur aja supaya paham batasan game sesuai umur segampang itu,0,0,0.0045,Organik,Organik,Benar
4,_sennav,dem yakuza kena block sama igrs sedangkan game cewe yang nsfw lulus otw di serang massal keknya komdigi sih,0,0,0.0049,Organik,Organik,Benar
4,Homuboil7,we can never win bro as long as the anime onlys continue to dominate otaku spaces also what s this igrs,0,0,0.0056,Organik,Organik,Benar
4,Dadangsutrisn0,kan bikin geger emang benar tampilan rating igrs di steam seperti lagi tidak tapi moga ajah ini cuma efek penyesuaian ajah bakal normal dan lebih baik lagi,0,0,0.0026,Organik,Organik,Benar
4,uchihagaming321,ini bukan sekadar kabar yang dipelintir tapi penjelasan resmi melalui siaran pers terkait igrs dan rating game di steam ada regulasi yang melatarbelakanginya dan itu penting untuk dipahami secara utuh lebih baik kita baca dulu isi siaran persnya link berita,1,0,0.187,Buzzer,Organik,Salah
4,AkuilaOpo,igrs gnya gooner,0,0,0.05,Organik,Organik,Benar
4,dh74169970,rating igrs di steam saat ini memang membingungkan butuh penyesuaian penting ada transparansi kriteria perbaikan rutin agar sistem makin akurat,1,1,0.8694,Buzzer,Buzzer,Benar
4,SevensRoad77,igrs kebijakan yang tidak salah tp penilaian terhadap gamenya harus ditinjau ulang,0,0,0.0045,Organik,Organik,Benar
4,dantexvergil999,terkait perbincangan seputar sistem rating game di platform steam penjelasan resmi mengenai kesesuaian aturan igrs di indonesia dapat diakses melalui tautan ini yuk baca detailnya terlebih dahulu supaya informasi yang kita terima lebih akurat,1,0,0.1163,Buzzer,Organik,Salah
4,erwinhbr9us,buat yang ngikutin igrs rating game di steam ada link referensi supaya infonya lebih lengkap,1,0,0.2185,Buzzer,Organik,Salah
4,kerissakti,teman saya hanya ingin mengingatkan mari fokus kritisi konteks kebijakannya jangan pribadi personilnya kasihan orang teknis igrs yang ditugaskan karena tidak sepenuhnya direction itu di tangan mereka jangan serang personil apalagi sampai ngulik pribadi orang ya,0,0,0.2912,Organik,Organik,Benar
4,marufin865168,ada baiknya sebelum debat soal igrs ke mana mana mungkin oke baca dulu siaran pers resminya di sini,1,1,0.8193,Buzzer,Buzzer,Benar
4,DinaPur468,saran saya dina purnamasari jujur memang tampilan rating igrs di steam ini membingungkan tapi sistem baru butuh waktu penyesuaian semoga transparansi kriteria dan edukasi rutin terus ditingkatkan demi perbaikan yang berkelanjutan ya,1,1,0.631,Buzzer,Buzzer,Benar
4,yani09842577669,biar diskusi soal igrs rating game di steam lebih lengkap ada siaran pers resmi yang menjelaskan konteksnya silakan dibaca dulu di sini,1,1,0.9896,Buzzer,Buzzer,Benar
4,rosyidsmile_net,siaran pers menanggapi diskusi publik terkait igrs sistem rating game di steam pnjlsan resmi mengenai kesesuaian regulasi trsbt dg ktntun hkm di indonesia sgt disarankan tuk menyimak informasi lengkap lebih dl guna mndapatkn perspektif yang menyeluruh,0,0,0.1121,Organik,Organik,Benar
4,dadarjiwoo,igrs indonesia gooners rating system,0,0,0.4964,Organik,Organik,Benar
4,AHROOMEE,poin statement ini kalau dari logika saya seperti sistem cocoklogi pihak game submit disclaimers secara mandiri di steam steam implemented the igrs rollout rating igrs secara otomatis dikenakan berdasarkan disclaimer apa masuknya ke rating apa,0,0,0.0583,Organik,Organik,Benar
4,pikachuasbun,mau cuci tangan tapi tidak briefing ya goblok gini argumennya buzzer wkwkwkwk padahal yang melakukan rating palsu igrs dan pengikutnya kamu main tetris ya,0,0,0.003,Organik,Organik,Benar
4,selaluPromo09,lagi lagi duit pajak dipake buat bayarin orang tolollll igrs tololll goblogg tua bangka komdigi mana paham teknologi,0,0,0.0047,Organik,Organik,Benar
4,BoGameDo,rame banget igrs dan belum liat buzzer yang ngedukung berarti emang mereka sejauh ini tidak ngerti apa apa soal game yang mau mereka atur,0,0,0.0033,Organik,Organik,Benar
4,GOALIATHH,bro igrs lupa valve pernah menang lawan trolling pattern dari roschild,0,0,0.0015,Organik,Organik,Benar
4,vicyrchm,kalau dilihat dari tujuannya igrs ini bukan buat nyusahin tapi buat melindungi pemain yang masih muda dan bikin ekosistem game di indonesia lebih rapi biar orang tua juga punya acuan jelas,0,0,0.0026,Organik,Organik,Benar
4,hydarnus,saya setuju dengan statemen kecanduan game ini tapi tidak ada kaitan mas sama rating apalagi igrs game online di rating pun orang tua masih pada ngasih anaknya gadget tidak peduli di install apa makanya perlu pengawasan juga dari orang tuanya jangan semata mata nyalahin gamenya,0,1,0.8237,Organik,Buzzer,Salah
4,girumon16,igrs malu in ya sementara irgc sudah bisa nembak f sama f nya amerika eeeeh igrs malah jadinya gblg gini,0,0,0.003,Organik,Organik,Benar
4,HlfBloodPr1nce,kemarin saya liat di igrs ada game yang seharusnya bukan malah dikasih rate kemudian ketika anak dibawah taun main game itu yang disalahkan game nya aneh emang kwkwkw,0,0,0.002,Organik,Organik,Benar
4,Lidik58,buka x igrs bikin game di indo kacau fans arsenal sibuk mukul ke fanbase sana sini tapi nginjek kaki sendiri,0,0,0.0011,Organik,Organik,Benar
4,Albert2844,bran benerin noh igrs,0,0,0.0103,Organik,Organik,Benar
4,Alizazaina94321,kalau mengikuti mekanismenya sebagian rating igrs di steam saat ini masih self declare dan belum hasil penilaian akhir karena sistemnya memang masih berkembang untuk penataan ekosistem game,1,1,0.9773,Buzzer,Buzzer,Benar
4,DazzZulia,buat yang lagi bahas igrs rating game di steam ini ada siaran pers resminya sebagai penjelasan bisa dicek dulu sebelum ambil kesimpulan,1,1,0.9967,Buzzer,Buzzer,Benar
4,Adiety333,sebagian rating igrs di steam saat ini masih bersifat sementara karena diisi sendiri dulu oleh developer ini memang proses awal dan tujuannya jelas buat perlindungan pemain muda jadi kalau masih ada yang belum pas itu hal yang wajar dan bisa diperbaiki bareng,1,1,0.9975,Buzzer,Buzzer,Benar
4,Reonyree,buat kalian sebelum debat soal igrs ke mana mana lebih baik kalian baca dulu siaran pers resminya di sini,1,1,0.7864,Buzzer,Buzzer,Benar
4,carapaklek,izin bantu jelasin ya rating igrs yang muncul di steam itu rata rata masih self declare atau data awal jadi belum final wajar banget kalau di awal ini masih ada penyesuaian karena tujuan utamanya kan buat melindungi gamer usia muda dan ngerapiin ekosistem game kita supaya aman,1,1,0.9986,Buzzer,Buzzer,Benar
4,Deewwiiiii,niatnya mungkin bagus tapi implementasi rating igrs di steam saat ini masih belum mudah dipahami perlu penjelasan yang lebih terbuka biar publik tidak salah tafsir,1,1,0.9514,Buzzer,Buzzer,Benar
4,feliscxtus,igrs malu in banget wei,0,0,0.0169,Organik,Organik,Benar
4,wijayawilliam31,bukan rating resmi tapi ini ada arahan spesifikasi dari komdigi tidak bro kur rating palsu atau arahan yang kurang jelas jadinya pihak steam mengkategorikan rating tersebut jadinya berantakan melanggar hukum rating ini sebelum atau sesudah mengenai igrs ini kalau sebelum,1,0,0.3001,Buzzer,Organik,Salah
4,sinyalkartuntv,per hari ini igrs akhirnya telah menghilangkan semua kesalahan rating game nya sendiri termasuk undertale dan deltarune yang malah mendapat rating igrs deltarune undertale,0,0,0.0028,Organik,Organik,Benar
4,efenerr,kalau zaman dulu ada igrs itu golongan tahun ke atas masa mudanya pasti tidak akan ada yang main metal slug di rental ps sampek tamat atau main gta cuma buat jungkit jungkitin mobil makasih metal slug gta sudah kasih masa muda yang asyik,0,0,0.0044,Organik,Organik,Benar
4,JauzaaATahar,ini igrs apa banget astaghfirullah minimal baca tags lah,0,0,0.0013,Organik,Organik,Benar
4,DokutahLianSyah,igrs kontol komdigi memek,0,1,0.7937,Organik,Buzzer,Salah
4,ivosdementia,twitter aka x is my lowkey app i can talk about femboy futa house being rated by igrs and motherfuckers will still be reposting that shit,0,0,0.0095,Organik,Organik,Benar
4,dwxnda,bu mentri sebelum bikin program igrs minimal umur akun profile steam pribadinya th dah kalau kaga punya steam yaudah hapus itu igrs,0,0,0.0024,Organik,Organik,Benar
4,javafeedsss,igrs itu ibarat orang sok asik yang mau nimbrung di sebuah komunitas yang sudah bertahun tahun bahagia di bubblenya sendiri komdigi nganggur banget ya sampai komunitas kecil seperti gamers perlu direcokin judol pak sama pinjol noh pak merenggut banyak nyawa rakyat kita,0,0,0.0046,Organik,Organik,Benar
4,Giskaelvina,untuk yang mengikuti isu igrs rating game di steam sudah ada penjelasan resmi yang bisa jadi acuan silakan cek dulu sebelum menarik kesimpulan,1,1,0.9776,Buzzer,Buzzer,Benar
4,eonoeonoe,i despise censorship a lot and this fuckass igrs is handled by the government who can t even do shit this igrs system will surpress pop media and culture distributions and we can t even enjoy and have good shit,0,0,0.0038,Organik,Organik,Benar
4,etisulastr17672,jangan sampai salah informasi ini link resmisoal igrs rating game di steam,1,0,0.4607,Buzzer,Organik,Salah
4,Tessa44ut,semua pihak pasti punya kepentingannya masing masing dan yang pasti kita semua sama sama ingin yang terbaik daripada makin panas mending kita dorong aja dialog terbuka dan perbaikan bareng bareng biar igrs bisa jadi sistem yang lebih baik buat semua,0,0,0.003,Organik,Organik,Benar
4,rpr_zero2,kepada yang terhina komdongo di tempat kata saya mending stop itu igrs tolol tidak jelas kasih rating umur ya kasih rating umur aja tidak usah goblok pake kontrol distribusinya juga tidak becus kerja kamu pada goblok banget bangsat bikin emosi,0,0,0.0054,Organik,Organik,Benar
4,MRidhonew16179,sedikit meluruskan rating igrs yang tampil di steam saat ini banyak yang masih data awal self declare dan belum final jadi wajar kalau masih ada yang disesuaikan sambil tetap fokus melindungi pemain muda,1,1,0.9985,Buzzer,Buzzer,Benar
4,ItsmeMauwi,bayangin deh kalau gta rilis terus igrs bilang ke rockstar bang ini demi bisa masuk indonesia senjatanya di blur ya sama kalau bisa tidak usah ada misi perampokan apalagi nunjukin polisi nembak rakyat,0,0,0.0014,Organik,Organik,Benar
4,Chichi_X_Mune,this is why igrs is a stupid idea because it s made by people who don t understand video game,0,0,0.0014,Organik,Organik,Benar
4,MohQym68316,buat yang ngikutin rame igrs rating game di steam penjelasan resminya ada di sini boleh jadi bahan baca dulu,1,1,0.959,Buzzer,Buzzer,Benar
4,luctvie,dedek di balkon diliatin tetangga senin selasa igrs steam malam selasa,0,0,0.0027,Organik,Organik,Benar
4,VinaAmelia33281,berdasarkan info yang ada igrs di steam sekarang masih dalam tahap awal ini jadi datanya belum final banget masih banyak yang baru deklarasi awal dari developernya tujuannya sih biar sistem ratingnya makin jelas dan aman buat semua kalangan usia,1,1,0.9972,Buzzer,Buzzer,Benar
4,ibnukazuyal,ini saya akun asli x saya kecanduan game di umur tahun iya saya bakal ngatain orang yang hanya numpang di sebuah masalah yang dia tidak tau menahu dan hanya mau menjatuhkan orsng lain saya beli game mahal pake duit hasil kerja dengan gaji umr saya protes lah karena rsting igrs tidak jelas,0,0,0.0079,Organik,Organik,Benar
4,chaaphrodite,indonesian game rating system intinya kalau ada game mau masuk indo kudu lolos sensor dan rating dari igrs ini tapi ya gitu deh rate nya ngaco,0,0,0.2964,Organik,Organik,Benar
4,rpramestaa12,saya paham kok keresahan soal politik dan regulasi itu valid justru karena itu sistem seperti igrs perlu terus dibenahi dan dijelasin lebih terbuka karena wajar kalau di fase awal masih banyak yang belum rapi dan butuh waktu buat disempurnakan,1,1,0.9538,Buzzer,Buzzer,Benar
4,hiseyyno,igrs indonesian goon rating system,0,0,0.0563,Organik,Organik,Benar
4,reiikooooooo,narasumbernya ngeremehin dampak igrs ini ke komunitas gamers indo sumpah deh liat aja beneran ada badai tidak main ini saya,0,0,0.0054,Organik,Organik,Benar
4,godbusycanihelp,eh tapi ini kan rame rame terkait igrs sebenernya sudah lama juga sih pemerintah gabakal berani ngapa ngapain juga,0,0,0.0016,Organik,Organik,Benar
4,fraviato,lah yang bilang bukan milik komdigi siapa yang dipermasalahkan emang igrs di steam mengapa bisa ngaco sistem ratingnya padahal formulir ngikut sistem rating negara lain yang sudah ada gaada yang mempermasalahkan sistem rating igrs as long as pengaplikasiannya benar lha ini,1,0,0.3001,Buzzer,Organik,Salah
4,keisukeiblue,kata igrs lewat akun ig nya sih itu sebenarnya belum rating pasti alias masi akan di revisi karena di serang di semua platform sih dan malah nyuruh steam yang minta maaf aneh,0,0,0.009,Organik,Organik,Benar
4,Whl_27,please remove the igrs because its suck,0,0,0.001,Organik,Organik,Benar
4,boy_qalam,semakin abang liat igrs semakin abang muak dan marah sendiri yang ada mending buka yang lain bang daripada liat kelakuan pemerintah yang selalu buat elus dada astaghfirullah,0,0,0.0024,Organik,Organik,Benar
4,A11Kiky,you see igrs consists nothing but the dimwitted old fart boomer that knows nothing about technology,0,0,0.0042,Organik,Organik,Benar
4,ianrswld,klarifikasi mereka terakhir instead of melakukan pembenahan malah minta pihak steam untuk klarifikasi kan kocak malah nyalahin steam padahal rating igrs yang amburadul apalah yang bisa diharapkan lagi mereka ngurus game tapi mereka sendiri gatau apa itu tlou,0,0,0.0583,Organik,Organik,Benar
4,ianrswld,igrs ini sebenarnya sudah bagus sebagai labelling biar kalau ada kasus bocil bikin onar dan ada narasi terinspirasi dari game tidak akan asal bisa blokir game karena memang bocilnya yang salah main game tidak sesuai usianya tapi ini masalahnya rating sistemnya aje sudah nguawur,0,0,0.0086,Organik,Organik,Benar
4,myouiminskuy,wkwk kalau saya jdi rockstar suruh blur gta buat sistem igrs mah mending saya skip market indo,0,0,0.0013,Organik,Organik,Benar
4,freshsqueezeorg,saya tidak kebayang kalau rezim ini tumbang karena nyenggol gamers tapi ya good lah damage di awal aja sudah segini berisiknya apa lagi kalau sudah benar benar nerapin censorship yang menurut saya bukan ranahnya igrs,1,0,0.1015,Buzzer,Organik,Salah
4,emulapor,steam parah banget memang gaming steam retrogaming igrs,0,0,0.0089,Organik,Organik,Benar
4,mpandu_nky,sekilas lihat akun sosmed igrs isinya resiko adiksi game pada anak anak susah lepas dari game dan si kecil sibuk sama layar sendiri sepertinya program ini dibuat oleh tim yang membenci game dan memang memiliki bias negatif,1,1,0.5708,Buzzer,Buzzer,Benar
4,mldlyc,igrs ini gnya goblok kah,0,0,0.0166,Organik,Organik,Benar
4,sssssidiq,apalah igrs ini ganggu banget orang mau main biar apeeee,0,0,0.039,Organik,Organik,Benar
4,orang_ngumpet,igrs indonesia gooner rating system,0,0,0.0964,Organik,Organik,Benar
4,grok,komdigi kementerian komunikasi dan digital indonesia baru baru ini klarifikasi soal label rating igrs indonesia game rating system yang muncul di steam ternyata rating itu bukan resmi dari pemerintah melainkan hasil self declare publisher yang belum terverifikasi dan belum,1,0,0.3646,Buzzer,Organik,Salah
4,pathethickidd,igrs tolol anjing,0,0,0.0313,Organik,Organik,Benar
4,Excyde_,kiranya bakal didukung kali ya ngasih rating sembarangan taunya ngerempongin komunitas gamer yang fine aja selama ini tanpa igrs,0,0,0.0077,Organik,Organik,Benar
4,tilehopper,oh kamu tidak bisa ya bantu negara cuci tangan dan gaslighting rakyat you ghoul son of a bitch pasal dalam aturan igrs menyebutkan penerbit boleh secara mandiri melakukan asesmen dan itu yang dilakukan steam makanya koordinasy bikin aturan yang benar dasar penjilat pemerintah,0,0,0.0158,Organik,Organik,Benar
4,Adiety333,sekadar klarifikasi rating igrs di steam sekarang masih banyak yang self declare dan belum final wajar kalau belum rapi ini masih tahap penyesuaian demi perlindungan pemain muda,1,1,0.9988,Buzzer,Buzzer,Benar
4,sbjagal74,untuk menghindari debat soal igrs ngalor ngidul sebaiknya baca dulu siaran pers resminya di sini link,1,0,0.4592,Buzzer,Organik,Salah
4,paijokuro169599,mengapa sih harus ribet nyari kambing hitam steam padahal jelas banget kalau rating itu memang dari komdigi lewat igrs bukannya fokus cari solusi konstruktif mlh sibuk nyebar disinformasi pemerintah sudah kerja keras bikin sistem rating ko mlh dipertanyakan kredibilitasnya,1,0,0.3787,Buzzer,Organik,Salah
4,RaisShawer,it s kinda ironic that the one who rated igrs are from ai,0,0,0.0036,Organik,Organik,Benar
4,AlinGibroez,sedikit meluruskan ya rating igrs yang tampil di steam itu banyak yang masih tahap awal self declare dari developer jadi belum final memang lagi proses penyesuaian wajar kalau masih ada yang belum pas,1,1,0.9912,Buzzer,Buzzer,Benar
4,Shihan047,bapak kalau beneran ngebela igrs harusnya jadi catatan igrs bahwa pasar kita itu lebih besar di pasar mobile dengan game tipe kompetitif dan microtransaction jadi yang harus diatur itu game dengan tipe itu karena tidak mungkin anak kecil main game kalau tidak punya spek mumpuni,0,0,0.0028,Organik,Organik,Benar
4,ErvinBalboa089,that is true but the actual statement from komdigi is the game is incorrect on steam edit igrs is an upcoming or de facto iarc member that rates digital games steam doesn t use iarc ratings so you get a self rating,0,0,0.0556,Organik,Organik,Benar
4,p0litrick,padahal steam jg sudah ngasih rating sendiri dan itu sudah sangat bagus tinggal ngikut doang kan enak tidak usah repot cape kerja x itu si igrs,1,0,0.0963,Buzzer,Organik,Salah
4,melekmedia,game of the year dicap tidak layak edar sementara konten dewasa bebas masuk dengan label ramah anak kesan pertama saat berlakunya sistem rating igrs,0,0,0.0339,Organik,Organik,Benar
4,ikanhane,sudah bubarin aja igrs igrs persona mau saya mainin abis uts padahal,0,0,0.0048,Organik,Organik,Benar
4,black_k00k33,sudah ada ratingnya di steam tidak perlu pakai igrs yang malah bikin kacau tidak usah sok keminter kau buzzer,0,0,0.0812,Organik,Organik,Benar
4,mpandu_nky,melihat dari akun ig igrs kebanyakan isinya adalah tentang penanganan kecanduan game membatasi waktu main game dan jangan biarkan si kecil lihat layar terus sepertinya memang program yang dirancang oleh orang orang yang membenci game dan sudah punya bias negatif,1,1,0.9526,Buzzer,Buzzer,Benar
5,GemaShowIndo,kalau ad source yang mw w bahas feel free tarok d sni ya konteks igrs,0,0,0.0015,Organik,Organik,Benar
5,Claudio_sigit,ada jenis survey mau yang manapun tetep ngaruh ke zi mereka wkwkwk berhubung rating igrs sudah di rollback jadi yaa gaperlu dulu wkwkwk,0,0,0.0014,Organik,Organik,Benar
5,BerhakProtes,jadwal sidang tahanan politik april yang ngamuk karena ada ibu dilindes tentara igrs yang tidak jelas investigasi kasus andrie yunus disensor instagram keracunan mbg dan banyak lagi kelakuan rezim dipersilakan menyalurkan amarah di ruang sidang tahanan politik,0,0,0.0009,Organik,Organik,Benar
5,yousuffer_why,justru itu rating igrs perlu dibikin makin jelas dan rapi ya kalau tau belum jelas dan belum rapi jangan main kasih rating artinya igrs tidak ngerti game isinya apa tapi main kasih rate negara republik buzzer,1,1,0.6501,Buzzer,Buzzer,Benar
5,Emmeliachr59881,tampilan igrs di steam memang masih data awal dan belum final sangat wajar kalau diawal masih butuh penyesuaian kan memang tujuan nya untuk melindungi pemain muda dan menata games,1,1,0.9897,Buzzer,Buzzer,Benar
5,phoquebylife,indonesia keknya masih blom butuh sistem game rating semacam igrs deh rawan korupsi soalnya mending urusin judol ato tidak pemerataan internet ke pelosok,0,0,0.01,Organik,Organik,Benar
5,fareasy96,kan yang salah steam dlm hal tsb kalau mau protes ke igrs soal syarat rating umur sama blokir game berklasifikasi rc jg boleh kok coba liat seisi akunku mana ada buzzer isi tweetnya seperti punyaku ketikanmu malah yang seperti buzzer spam capslock spam kata kasar nama akun gk jelas,0,0,0.0887,Organik,Organik,Benar
5,AlinGibroez,perlu diluruskan yang tampil di steam itu sebagian masih data awal igrs wajar kalau belum sepenuhnya akurat karena masih tahap pengembangan,1,1,0.6966,Buzzer,Buzzer,Benar
5,Deewwiiiii,banyak yang salah paham soal rating igrs di steam dan itu kelihatan dari tampilannya yang belum intuitif,1,1,0.9827,Buzzer,Buzzer,Benar
5,textcbnkuningan,igrs,0,0,0.012,Organik,Organik,Benar
5,pajarsidik_,igrs kknya ke semua ja,0,0,0.0362,Organik,Organik,Benar
5,rdagung_,saya cukup yakin dari jt anak indonesia itu gakan liat igrs ketika ingin beli game sih pak so what s the point blokir game aja gitu maunya,0,0,0.0033,Organik,Organik,Benar
5,pajakocak,besok senin cabut itu igrs kalau tidak mau senin nya kami bikin lebih senin dan hari setelahnya terasa senin selamanya benerin itu judol pinjol spam jangan sok an,0,0,0.0012,Organik,Organik,Benar
5,clarniva,gweh sudah beli ready or not tapi igrs tida redi alias oon kali klen mengapa begindangggg,0,0,0.0011,Organik,Organik,Benar
5,adrianchakab13,soal rating game rame ini jir kemarin saya jauh lebih mempercayai steam atau badan rating luar seperti esrb dan pegi karena rating mereka masuk akal lah igrs eksekusi mereka tanggal april kemaren jelek banget so bad even steam langsung balikin lagi dari igrs ke pegi besok paginya,0,0,0.0101,Organik,Organik,Benar
5,Inara234,buat yang penasaran soal status rating igrs di steam ini penjelasan resmi dari kemkomdigi lebih baik simak dulu informasinya supaya lebih jelas kemkomdigi rating game di steam bukan rating resmi berpotensi langgar ketentuan di indonesia,1,1,0.9501,Buzzer,Buzzer,Benar
5,NganjukSun23590,lagi ramai bahas igrs dan rating game di steam ini ada penjelasan resmi yang bisa jadi rujukan biar lebih paham konteksnya mungkin bisa disimak dulu sebelum menarik kesimpulan,1,1,0.9985,Buzzer,Buzzer,Benar
5,hadehhalah,igrs ngasih statement panjang panjang cuma buat dikatain kontoooool,0,0,0.0009,Organik,Organik,Benar
5,_hendrasusanto,i assume you read this ini ai nya halu again tidak ada sumber steam itu support iarc justru maksud steam adalah kalau kamu sudah dapat iarc via epic games misalnya tidak bisa pake rating itu doang untuk steam tapi harus isi ulang questionnaire steam atau urus sendiri ke igrs,0,0,0.073,Organik,Organik,Benar
5,InfoPublikIP,halo kawanpublik kemkomdigi menegaskan rating igrs yang muncul di steam bukan klasifikasi resmi pemerintah artinya informasi tersebut belum tentu sesuai dengan standar yang berlaku di indonesia infopublik pptunas anak game ratinggame,1,1,0.9749,Buzzer,Buzzer,Benar
5,Delazdukedom,this government bootlicker is playing victim shirk responsibility blaming others than themselves this is their igrs own faulty rating kids games they rate while an adult games they rate explanation green up red teen to adult up,0,0,0.0018,Organik,Organik,Benar
5,ariesu__,sudah dibilangin jangan bikin marah gamers bebal sih mending igrs muhasabah dan klarifikasi deh jangan malah ngerahin buzzer,0,0,0.0035,Organik,Organik,Benar
5,mgyanm,wakakak yaudah ikutin maunya igrs aja waktu iti yuk ntar bundlingan setelah kuloniku rilis,0,0,0.0017,Organik,Organik,Benar
5,Rikaa_key,igrs so shiiiitttyyyy,0,0,0.0155,Organik,Organik,Benar
5,Skalteer,aowkwow igrs di ketawain inter,0,0,0.001,Organik,Organik,Benar
5,PutriRahma32820,perlu dipahami dulu kalau rating igrs yang muncul saat ini sebagian masih data awal dari developer jadi belum final dan memang lagi proses pembenahan supaya ke depannya lebih jelas sekaligus tetap menjaga keamanan pemain muda,1,1,0.9981,Buzzer,Buzzer,Benar
5,rinimaulida008,sedikit meluruskan ya rating igrs yang muncul di steam itu banyak yang masih tahap awal self declare dari developer jadi belum final sepenuhnya wajar kalau sekarang masih ada yang terasa kurang pas karena memang lagi proses penyesuaian,1,1,0.9858,Buzzer,Buzzer,Benar
5,ilikeAK_47,guys kalian kalau mau debat soal igrs ke mana mana sebaiknya baca dulu siaran pers resminya di sini,1,1,0.9598,Buzzer,Buzzer,Benar
5,dh74169970,bantu luruskan ya rating igrs di steam itu kebanyakan masih data awal atau self declare yang belum final jadi wajar kalau masih ada penyesuaian di fase awal ini demi niat baik menata ekosistem game dan melindungi pemain muda kita,1,1,0.9971,Buzzer,Buzzer,Benar
5,zakisemma,igrs ngasih rating ke game ngawur saatnya gamer indonesia melakukan revolusi,0,0,0.3095,Organik,Organik,Benar
5,syizuril,sebenarnya dibilang redudan juga enggak karena ada beberapa perbedaan moral disini sama di cero klau dari perencanaannya sih publisher bisa memanfaatkan iarc untuk skali dirating akan didistribusikan otomatis ke semua lembaga rating termasuk igrs tinggal implementasi nya gmna,0,0,0.0008,Organik,Organik,Benar
5,Kyloren86166601,igrs kontol,0,0,0.0054,Organik,Organik,Benar
5,OrbitSyndrome,coba liat deh website nya igrs ini website aja beselemak gini kok berani berani nya bilang steam yang minta maaf,0,0,0.002,Organik,Organik,Benar
5,DazzZulia,info yang beredar rating igrs di steam sekarang sebagian masih tahap awal self declare dan belum final harapannya nanti setelah dikurasi bisa lebih akurat sesuai kelompok usia pemain,1,1,0.9835,Buzzer,Buzzer,Benar
5,Sanskertar,emang lagi sensitif kamu bang sama topic ini wkwkwk everyone can express themselves in internet mereka care sama masalah igrs cuma ya kita tidak bisa maksain orang untuk benar benar serius this is the internet a place to escape reality kita bisa kok mengkritik dengan cara kita,0,0,0.0029,Organik,Organik,Benar
5,Raza420691,tai kontol igrs kesel nian saya,0,0,0.0038,Organik,Organik,Benar
5,xathrya,igrs ini easy win buat govt keliatan doing something yang looks morally correct tp gol yang dirugikan cuma ter tanpa keterwakilan politik pc cons gamer yekan daripada ngutak atik judol perlu political will gede,0,0,0.0009,Organik,Organik,Benar
5,andybalala19,aku mau menjelaskan sistem igrs yang ada di steam sekarang itu datanya bersifat awal atau prototipe tujuannya dibuat seperti ini adalah melindungi pemain muda dari filter permainan yang tidak benar yang belum sesuai dengan usia mereka,1,1,0.9854,Buzzer,Buzzer,Benar
5,Deewwiiiii,wajar kalau publik bingung dengan sistem rating igrs di steam sekarang,1,1,0.9166,Buzzer,Buzzer,Benar
5,kopikasir,igrs is such a fucking joke,0,0,0.0397,Organik,Organik,Benar
5,0xfrsmln,ini igrs emg tidak ada tahap beta nya gitu ya langsung hajar production sengawurnya,0,0,0.0038,Organik,Organik,Benar
5,Turu748392,lah emangnya abahmu menang tidak ada igrs igrs sudah ada sebelum pemilu atau kocak xd,0,0,0.0019,Organik,Organik,Benar
5,Giskaelvina,untuk yang mengikuti isu igrs rating game di steam sudah ada penjelasan resmi yang bisa jadi acuan silakan cek dulu sebelum menarik kesimpulan,1,1,0.9745,Buzzer,Buzzer,Benar
5,kevinabscratch,game novel kata igrs,0,0,0.0009,Organik,Organik,Benar
5,_sennav,ada kekerasan well played igrs,0,0,0.0011,Organik,Organik,Benar
